NC_007797.1	1	1379	+	chromosomal replication initiator protein DnaA	WP_011450597.1	202	FF8AD8	DnaA
NC_007797.1	1149627	1150151	-	cytochrome c family protein	WP_011450327.1	687	f3f3f3	-1
NC_007797.1	1150456	1151877	-	cation:proton antiporter	WP_080502935.1	667	f3f3f3	-1
NC_007797.1	1153217	1153396	-	hypothetical protein	WP_011450331.1	-1	f3f3f3	-1
NC_007797.1	1153550	1156174	-	pyruvate, phosphate dikinase	WP_011450332.1	38	f3f3f3	-1
NC_007797.1	1156479	1156952	-	hypothetical protein	WP_020848783.1	984	f3f3f3	-1
NC_007797.1	1156956	1157579	-	HAD-IA family hydrolase	WP_011450334.1	585	f3f3f3	-1
NC_007797.1	1157802	1158044	+	hypothetical protein	WP_020848784.1	-1	f3f3f3	-1
NC_007797.1	1158046	1158267	+	hypothetical protein	WP_020848785.1	-1	f3f3f3	-1
NC_007797.1	1158779	1160575	-	aspartate--tRNA ligase	WP_011450337.1	175	f3f3f3	-1
NC_007797.1	1160962	1161558	+	BON domain-containing protein	WP_011450339.1	304	f3f3f3	-1
NC_007797.1	1161565	1162485	+	glutathione synthase	WP_020848787.1	745	f3f3f3	-1
NC_007797.1	1162728	1163504	+	FtsQ-type POTRA domain-containing protein	WP_011450342.1	716	f3f3f3	-1
NC_007797.1	1163739	1165136	+	sigma-54-dependent Fis family transcriptional regulator	WP_044108156.1	468	f3f3f3	-1
NC_007797.1	1165752	1166726	-	NAD(P)-dependent glycerol-3-phosphate dehydrogenase	WP_011450345.1	579	f3f3f3	-1
NC_007797.1	1167067	1168026	+	tyrosine-type recombinase/integrase	WP_011450346.1	207	f3f3f3	-1
NC_007797.1	1168494	1168793	+	hypothetical protein	WP_011450347.1	981	f3f3f3	-1
NC_007797.1	1168956	1169990	-	phosphoribosylformylglycinamidine cyclo-ligase	WP_011450348.1	517	f3f3f3	-1
NC_007797.1	1170112	1170732	+	hypothetical protein	WP_011450349.1	1025	f3f3f3	-1
NC_007797.1	1171659	1172546	-	diguanylate cyclase	WP_011450351.1	965	f3f3f3	-1
NC_007797.1	1172739	1173122	-	ribosome silencing factor	WP_011450352.1	293	f3f3f3	-1
NC_007797.1	1173312	1174586	+	M48 family metalloprotease	WP_011450353.1	495	f3f3f3	-1
NC_007797.1	1174718	1175233	+	hypothetical protein	WP_020848793.1	981	f3f3f3	-1
NC_007797.1	1175396	1176430	-	phosphoribosylformylglycinamidine cyclo-ligase	WP_011450348.1	517	f3f3f3	-1
NC_007797.1	1176621	1176833	+	hypothetical protein	WP_020848794.1	-1	f3f3f3	-1
NC_007797.1	1177849	1178379	-	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	WP_011450356.1	767	f3f3f3	-1
NC_007797.1	1179066	1182071	-	phosphoribosylformylglycinamidine synthase	WP_011450357.1	475	f3f3f3	-1
NC_007797.1	1183981	1184295	+	hypothetical protein	WP_020848797.1	-1	f3f3f3	-1
NC_007797.1	1185911	1186865	-	biotin synthase BioB	WP_011450360.1	329	0096FF	BioB
NC_007797.1	1186866	1187138	-	hypothetical protein	WP_020848799.1	-1	f3f3f3	-1
NC_007797.1	1187289	1187744	-	PAS domain-containing protein	WP_011450362.1	-1	f3f3f3	-1
NC_007797.1	1188235	1188903	-	M23 family metallopeptidase	WP_011450363.1	77	f3f3f3	-1
NC_007797.1	1188991	1189926	+	fructose-bisphosphatase class II family protein	WP_011450364.1	185	f3f3f3	-1
NC_007797.1	1190641	1192527	-	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	WP_011450366.1	314	f3f3f3	-1
NC_007797.1	1192629	1193411	+	phosphoribosylformylglycinamidine synthase subunit PurQ	WP_011450367.1	719	f3f3f3	-1
NC_007797.1	1195618	1195821	-	hypothetical protein	WP_020848802.1	-1	f3f3f3	-1
NC_007797.1	1195925	1196208	-	hypothetical protein	WP_020848803.1	0	f3f3f3	-1
NC_007797.1	1196209	1196424	-	hypothetical protein	WP_020848804.1	-1	f3f3f3	-1
NC_007797.1	1196786	1197421	-	phosphoribosylglycinamide formyltransferase	WP_011450370.1	162	f3f3f3	-1
NC_007797.1	1197427	1198947	-	leucyl aminopeptidase	WP_044104175.1	268	f3f3f3	-1
NC_007797.1	1199420	1200007	+	hypothetical protein	WP_044104176.1	778	f3f3f3	-1
NC_007797.1	1200148	1201044	+	hypothetical protein	WP_011450373.1	-1	f3f3f3	-1
NC_007797.1	1201340	1202998	+	hypothetical protein	WP_020848806.1	-1	f3f3f3	-1
NC_007797.1	1203073	1205652	-	AAA domain-containing protein	WP_011450375.1	566	f3f3f3	-1
NC_007797.1	1205896	1206642	+	SDR family oxidoreductase	WP_011450376.1	521	f3f3f3	-1
NC_007797.1	1206763	1207062	-	hypothetical protein	WP_020848807.1	-1	f3f3f3	-1
NC_007797.1	1207120	1207311	-	hypothetical protein	WP_011450377.1	-1	f3f3f3	-1
NC_007797.1	1207803	1209455	-	chaperonin GroEL	WP_011450380.1	153	f3f3f3	-1
NC_007797.1	1209508	1209792	-	co-chaperone GroES	WP_011450381.1	282	f3f3f3	-1
NC_007797.1	1210040	1210738	+	RadC family protein	WP_011450382.1	71	f3f3f3	-1
NC_007797.1	1210822	1211442	+	lipoyl(octanoyl) transferase LipB	WP_044108176.1	513	f3f3f3	-1
NC_007797.1	1211920	1213269	-	dihydroorotase	WP_044104069.1	238	f3f3f3	-1
NC_007797.1	1213291	1213941	-	phosphopantothenoylcysteine decarboxylase	WP_021799006.1	-1	f3f3f3	-1
NC_007797.1	1214087	1215475	+	class II fumarate hydratase	WP_011450387.1	124	f3f3f3	-1
NC_007797.1	1215826	1216200	+	invasin Asp14	WP_011450388.1	-1	f3f3f3	-1
NC_007797.1	1216237	1219497	-	carbamoyl-phosphate synthase large subunit	WP_011450389.1	548	f3f3f3	-1
NC_007797.1	1219837	1220115	+	class I tRNA ligase family protein	WP_011450390.1	-1	f3f3f3	-1
NC_007797.1	1221069	1221881	-	dihydropteroate synthase	WP_011450392.1	385	f3f3f3	-1
NC_007797.1	1222240	1225227	+	type I secretion system permease/ATPase	WP_011450394.1	678	f3f3f3	-1
NC_007797.1	1225351	1226331	+	quinone oxidoreductase	WP_011450395.1	744	f3f3f3	-1
NC_007797.1	1226376	1228970	-	AAA family ATPase	WP_020848812.1	574	f3f3f3	-1
NC_007797.1	1229052	1229969	+	ankyrin repeat domain-containing protein	WP_020848813.1	691	f3f3f3	-1
NC_007797.1	1230045	1230926	+	SPFH domain-containing protein	WP_020848814.1	1000	f3f3f3	-1
NC_007797.1	1231346	1231678	+	hypothetical protein	WP_011450399.1	713	f3f3f3	-1
NC_007797.1	1232002	1232997	+	cell division protein ZapE	WP_011450400.1	1013	f3f3f3	-1
NC_007797.1	1233044	1234006	-	ferrochelatase	WP_011450401.1	478	f3f3f3	-1
NC_007797.1	1234387	1235547	-	hypothetical protein	WP_011450403.1	-1	f3f3f3	-1
NC_007797.1	1235610	1235843	-	hypothetical protein	WP_020849242.1	-1	f3f3f3	-1
NC_007797.1	1235969	1236337	-	cell division protein ZapA	WP_011450404.1	-1	f3f3f3	-1
NC_007797.1	1236339	1236680	-	DUF4164 family protein	WP_020848816.1	-1	f3f3f3	-1
NC_007797.1	1237283	1237597	+	hypothetical protein	WP_011450406.1	459	f3f3f3	-1
NC_007797.1	1238125	1238418	-	integration host factor subunit beta	WP_011450408.1	673	f3f3f3	-1
NC_007797.1	1238432	1239328	-	signal peptide peptidase SppA	WP_011450409.1	741	f3f3f3	-1
NC_007797.1	1239336	1241015	-	30S ribosomal protein S1	WP_020848819.1	397	f3f3f3	-1
NC_007797.1	1241067	1241753	-	(d)CMP kinase	WP_011450411.1	492	f3f3f3	-1
NC_007797.1	1241963	1242739	-	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	WP_011450412.1	353	f3f3f3	-1
NC_007797.1	1243119	1244300	+	elongation factor Tu	WP_011450413.1	102	f3f3f3	-1
NC_007797.1	1244307	1244624	+	30S ribosomal protein S10	WP_011450414.1	321	f3f3f3	-1
NC_007797.1	1244626	1245312	+	50S ribosomal protein L3	WP_020848821.1	183	f3f3f3	-1
NC_007797.1	1245334	1245952	+	50S ribosomal protein L4	WP_011450416.1	264	f3f3f3	-1
NC_007797.1	1245953	1246239	+	50S ribosomal protein L23	WP_011450417.1	393	f3f3f3	-1
NC_007797.1	1246240	1247070	+	50S ribosomal protein L2	WP_011450418.1	180	f3f3f3	-1
NC_007797.1	1247076	1247360	+	30S ribosomal protein S19	WP_011450419.1	309	f3f3f3	-1
NC_007797.1	1247363	1247701	+	50S ribosomal protein L22	WP_011450420.1	243	f3f3f3	-1
NC_007797.1	1247705	1248340	+	30S ribosomal protein S3	WP_011450421.1	375	f3f3f3	-1
NC_007797.1	1248353	1248766	+	50S ribosomal protein L16	WP_011450422.1	210	f3f3f3	-1
NC_007797.1	1248776	1248974	+	50S ribosomal protein L29	WP_011450423.1	338	f3f3f3	-1
NC_007797.1	1248975	1249205	+	30S ribosomal protein S17	WP_011450424.1	275	f3f3f3	-1
NC_007797.1	1249214	1249573	+	50S ribosomal protein L14	WP_011450425.1	405	f3f3f3	-1
NC_007797.1	1249573	1249887	+	50S ribosomal protein L24	WP_011450426.1	156	f3f3f3	-1
NC_007797.1	1249894	1250427	+	50S ribosomal protein L5	WP_011450427.1	286	f3f3f3	-1
NC_007797.1	1250439	1250744	+	30S ribosomal protein S14	WP_011450428.1	220	f3f3f3	-1
NC_007797.1	1250762	1251163	+	30S ribosomal protein S8	WP_011450429.1	350	f3f3f3	-1
NC_007797.1	1251176	1251718	+	50S ribosomal protein L6	WP_011450430.1	193	f3f3f3	-1
NC_007797.1	1251735	1252100	+	50S ribosomal protein L18	WP_011450431.1	317	f3f3f3	-1
NC_007797.1	1252109	1252630	+	30S ribosomal protein S5	WP_011450432.1	259	f3f3f3	-1
NC_007797.1	1252649	1253086	+	50S ribosomal protein L15	WP_011450433.1	390	f3f3f3	-1
NC_007797.1	1253107	1254392	+	preprotein translocase subunit SecY	WP_011450434.1	173	f3f3f3	-1
NC_007797.1	1254393	1255043	+	nucleoside monophosphate kinase	WP_011450435.1	302	f3f3f3	-1
NC_007797.1	1255106	1255477	+	30S ribosomal protein S13	WP_011450436.1	236	f3f3f3	-1
NC_007797.1	1255487	1255861	+	30S ribosomal protein S11	WP_011450437.1	369	f3f3f3	-1
NC_007797.1	1255881	1256972	+	DNA-directed RNA polymerase subunit alpha	WP_020848822.1	311	f3f3f3	-1
NC_007797.1	1257006	1257404	+	50S ribosomal protein L17	WP_011450439.1	205	f3f3f3	-1
NC_007797.1	1257417	1259795	+	phenylalanine--tRNA ligase subunit beta	WP_011450440.1	335	f3f3f3	-1
NC_007797.1	1260796	1262808	+	ComEC family competence protein	WP_020848823.1	502	f3f3f3	-1
NC_007797.1	1263341	1264672	-	sodium:alanine symporter family protein	WP_011450442.1	514	f3f3f3	-1
NC_007797.1	1264704	1265056	-	ribonuclease P protein component	WP_011450443.1	1023	f3f3f3	-1
NC_007797.1	1265057	1265191	-	50S ribosomal protein L34	WP_011450444.1	165	f3f3f3	-1
NC_007797.1	1265940	1266818	+	4-hydroxybenzoate octaprenyltransferase	WP_011450445.1	536	f3f3f3	-1
NC_007797.1	1266839	1267333	+	flavin reductase family protein	WP_011450446.1	712	f3f3f3	-1
NC_007797.1	1268154	1268912	+	phosphate ABC transporter ATP-binding protein	WP_011450448.1	53	f3f3f3	-1
NC_007797.1	1268989	1270167	-	tRNA guanosine(34) transglycosylase Tgt	WP_021799008.1	541	f3f3f3	-1
NC_007797.1	1270645	1270821	+	50S ribosomal protein L32	WP_011450450.1	198	f3f3f3	-1
NC_007797.1	1270828	1271861	+	phosphate acyltransferase PlsX	WP_011450451.1	556	f3f3f3	-1
NC_007797.1	1271862	1272824	+	ketoacyl-ACP synthase III	WP_044104073.1	372	f3f3f3	-1
NC_007797.1	1272962	1273282	+	P44/Msp2 family outer membrane protein	WP_020848825.1	0	f3f3f3	-1
NC_007797.1	1273556	1273912	+	hypothetical protein	WP_020848826.1	0	f3f3f3	-1
NC_007797.1	1274363	1274788	-	nucleoside deaminase	WP_021799011.1	244	f3f3f3	-1
NC_007797.1	1274984	1275415	+	hypothetical protein	WP_011450455.1	987	f3f3f3	-1
NC_007797.1	1275477	1276922	+	replicative DNA helicase	WP_020848827.1	123	f3f3f3	-1
NC_007797.1	1278669	1279723	+	FAD-dependent oxidoreductase	WP_011450458.1	-1	f3f3f3	-1
NC_007797.1	1279724	1280077	-	hypothetical protein	WP_080502892.1	-1	f3f3f3	-1
NC_007797.1	1280244	1280558	+	hypothetical protein	WP_020848829.1	459	f3f3f3	-1
NC_007797.1	1281131	1282078	-	hypothetical protein	WP_011450460.1	967	f3f3f3	-1
NC_007797.1	1282082	1282924	-	polyprenyl synthetase family protein	WP_011450461.1	544	f3f3f3	-1
NC_007797.1	1283517	1285307	+	ribonucleoside-diphosphate reductase subunit alpha	WP_021799013.1	126	f3f3f3	-1
NC_007797.1	1285375	1285875	+	Holliday junction resolvase RuvX	WP_011450463.1	248	f3f3f3	-1
NC_007797.1	1287314	1287568	-	hypothetical protein	WP_080502893.1	-1	f3f3f3	-1
NC_007797.1	1287941	1289245	-	adenylosuccinate synthase	WP_011450467.1	582	f3f3f3	-1
NC_007797.1	1290729	1291304	+	hypothetical protein	WP_011450468.1	-1	f3f3f3	-1
NC_007797.1	1291387	1292004	-	OmpA family protein	WP_011450469.1	343	f3f3f3	-1
NC_007797.1	1292340	1293815	+	thermostable metallocarboxypeptidase	WP_011450470.1	736	f3f3f3	-1
NC_007797.1	1293874	1295826	+	transketolase	WP_080502936.1	154	f3f3f3	-1
NC_007797.1	1295851	1296108	+	cation:proton antiporter	WP_011450472.1	1028	f3f3f3	-1
NC_007797.1	1296115	1296415	+	cation:proton antiporter	WP_011450473.1	668	f3f3f3	-1
NC_007797.1	1296416	1296978	+	DUF4040 domain-containing protein	WP_020848835.1	784	f3f3f3	-1
NC_007797.1	1296979	1297419	+	Na(+)/H(+) antiporter subunit B	WP_020848836.1	962	f3f3f3	-1
NC_007797.1	1297490	1297807	+	cation:proton antiporter subunit C	WP_044104077.1	700	f3f3f3	-1
NC_007797.1	1297910	1299811	+	Rne/Rng family ribonuclease	WP_044108158.1	315	f3f3f3	-1
NC_007797.1	1300061	1302010	+	molecular chaperone DnaK	WP_044104082.1	336	f3f3f3	-1
NC_007797.1	1302233	1302691	+	type II toxin-antitoxin system RatA family toxin	WP_011450477.1	527	f3f3f3	-1
NC_007797.1	1303478	1304990	+	putative monovalent cation/H+ antiporter subunit D	WP_011450478.1	706	f3f3f3	-1
NC_007797.1	1304991	1306340	+	signal recognition particle protein	WP_011450479.1	348	f3f3f3	-1
NC_007797.1	1306463	1307332	+	GTPase Era	WP_044104199.1	184	f3f3f3	-1
NC_007797.1	1307405	1308241	+	3'-5' exonuclease	WP_011450481.1	968	f3f3f3	-1
NC_007797.1	1310273	1310452	+	hypothetical protein	WP_020848839.1	-1	f3f3f3	-1
NC_007797.1	1310878	1311375	+	TIGR02281 family clan AA aspartic protease	WP_011450482.1	750	f3f3f3	-1
NC_007797.1	1311686	1313395	+	aminopeptidase P family protein	WP_011450483.1	255	f3f3f3	-1
NC_007797.1	1313843	1314535	+	uroporphyrinogen-III synthase	WP_011450484.1	1019	f3f3f3	-1
NC_007797.1	1314641	1315624	+	hypothetical protein	WP_011450485.1	-1	f3f3f3	-1
NC_007797.1	1316154	1318130	+	primosomal protein N'	WP_011450486.1	299	f3f3f3	-1
NC_007797.1	1319330	1319641	+	50S ribosomal protein L28	WP_011450489.1	235	f3f3f3	-1
NC_007797.1	1320456	1321423	-	RluA family pseudouridine synthase	WP_011450492.1	367	f3f3f3	-1
NC_007797.1	1321424	1321642	+	hypothetical protein	WP_011450493.1	-1	f3f3f3	-1
NC_007797.1	1321853	1323832	+	ATP-grasp domain-containing protein	WP_011450494.1	333	f3f3f3	-1
NC_007797.1	1323990	1328171	+	hypothetical protein	WP_011450495.1	-1	f3f3f3	-1
NC_007797.1	1328510	1329967	+	hypothetical protein	WP_020848842.1	-1	f3f3f3	-1
NC_007797.1	1330367	1331254	+	lipoyl synthase	WP_011450497.1	780	f3f3f3	-1
NC_007797.1	1332016	1333362	-	phosphate ABC transporter permease PstA	WP_011450499.1	453	f3f3f3	-1
NC_007797.1	1333709	1334329	+	superoxide dismutase	WP_011450500.1	532	f3f3f3	-1
NC_007797.1	1334422	1334715	+	type VI secretion protein	WP_011450501.1	710	f3f3f3	-1
NC_007797.1	1334716	1337113	+	VirB4 family type IV secretion/conjugal transfer ATPase	WP_011450502.1	766	f3f3f3	-1
NC_007797.1	1337114	1339654	+	hypothetical protein	WP_011450503.1	473	f3f3f3	-1
NC_007797.1	1339831	1342578	+	hypothetical protein	WP_052689204.1	-1	f3f3f3	-1
NC_007797.1	1342591	1347024	+	type IV secretion systemprotein VirB6 family	WP_011450505.1	554	f3f3f3	-1
NC_007797.1	1347045	1354127	+	type IV secretion system VirB6 family protein	WP_011450506.1	985	f3f3f3	-1
NC_007797.1	1354205	1354825	-	DUF2460 domain-containing protein	WP_048651619.1	1017	f3f3f3	-1
NC_007797.1	1355854	1356294	-	dUTP diphosphatase	WP_011450508.1	396	f3f3f3	-1
NC_007797.1	1356814	1357782	-	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	WP_011450509.1	461	f3f3f3	-1
NC_007797.1	1357783	1358025	+	hypothetical protein	WP_020848844.1	-1	f3f3f3	-1
NC_007797.1	1358356	1359453	-	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	WP_011450510.1	542	f3f3f3	-1
NC_007797.1	1360079	1361548	+	hypothetical protein	WP_020848845.1	18	f3f3f3	-1
NC_007797.1	1362063	1362323	+	hypothetical protein	WP_020848846.1	18	f3f3f3	-1
NC_007797.1	1362356	1363600	+	hypothetical protein	WP_020848847.1	18	f3f3f3	-1
NC_007797.1	1364246	1364566	-	hypothetical protein	WP_011450512.1	-1	f3f3f3	-1
NC_007797.1	1365129	1366631	+	hypothetical protein	WP_011450513.1	18	f3f3f3	-1
NC_007797.1	1366794	1368260	+	hypothetical protein	WP_020848848.1	18	f3f3f3	-1
NC_007797.1	1368398	1370494	+	hypothetical protein	WP_020848849.1	18	f3f3f3	-1
NC_007797.1	1370814	1372304	+	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	WP_011450517.1	483	f3f3f3	-1
NC_007797.1	1372410	1373732	-	ribosome biogenesis GTPase Der	WP_011450518.1	340	f3f3f3	-1
NC_007797.1	1374230	1375411	+	PQQ-binding-like beta-propeller repeat protein	WP_020849265.1	456	f3f3f3	-1
NC_007797.1	1375419	1376825	+	dihydrolipoyl dehydrogenase	WP_011450521.1	37	f3f3f3	-1
NC_007797.1	1376834	1377913	+	efflux RND transporter periplasmic adaptor subunit	WP_020848850.1	27	f3f3f3	-1
NC_007797.1	1377991	1378236	+	translation initiation factor IF-1	WP_011450523.1	408	f3f3f3	-1
NC_007797.1	1378250	1378840	+	septum formation protein Maf	WP_044108159.1	257	f3f3f3	-1
NC_007797.1	1378979	1379869	+	30S ribosomal protein S2	WP_011450525.1	160	f3f3f3	-1
NC_007797.1	1379905	1380768	+	elongation factor Ts	WP_011450526.1	288	f3f3f3	-1
NC_007797.1	1381037	1381831	+	metal ABC transporter permease	WP_011450527.1	490	f3f3f3	-1
NC_007797.1	1382050	1382814	+	hypothetical protein	WP_011450528.1	-1	f3f3f3	-1
NC_007797.1	1383117	1383686	+	ubiquinol-cytochrome c reductase iron-sulfur subunit	WP_011450529.1	689	f3f3f3	-1
NC_007797.1	1383695	1384921	+	cytochrome b/b6	WP_011450530.1	754	f3f3f3	-1
NC_007797.1	1384923	1385675	+	cytochrome c1	WP_011450531.1	723	f3f3f3	-1
NC_007797.1	1385728	1385907	+	hypothetical protein	WP_020848853.1	-1	f3f3f3	-1
NC_007797.1	1386449	1388152	+	hypothetical protein	WP_020848854.1	100	f3f3f3	-1
NC_007797.1	1388191	1389828	+	hypothetical protein	WP_020848855.1	100	f3f3f3	-1
NC_007797.1	1391544	1393223	+	porin	WP_011450534.1	100	f3f3f3	-1
NC_007797.1	1393567	1393764	+	hypothetical protein	WP_011450535.1	100	f3f3f3	-1
NC_007797.1	1393786	1393998	+	hypothetical protein	WP_020848857.1	-1	f3f3f3	-1
NC_007797.1	1394801	1396207	-	glutamate--tRNA ligase	WP_011450536.1	306	f3f3f3	-1
NC_007797.1	1396541	1397347	+	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	WP_011450538.1	240	f3f3f3	-1
NC_007797.1	1398897	1399130	+	hypothetical protein	WP_020848860.1	-1	f3f3f3	-1
NC_007797.1	1399479	1401008	+	acyl-CoA carboxylase subunit beta	WP_011450541.1	580	f3f3f3	-1
NC_007797.1	1402921	1403996	-	peptide chain release factor 1	WP_011450546.1	208	f3f3f3	-1
NC_007797.1	1403997	1404203	-	hypothetical protein	WP_020848862.1	-1	f3f3f3	-1
NC_007797.1	1404326	1404884	+	YihA family ribosome biogenesis GTP-binding protein	WP_011450547.1	337	f3f3f3	-1
NC_007797.1	1404885	1405868	+	acetylglutamate kinase	WP_011450548.1	272	f3f3f3	-1
NC_007797.1	1406051	1406875	+	oxygen-dependent coproporphyrinogen oxidase	WP_011450549.1	595	f3f3f3	-1
NC_007797.1	1407183	1408373	+	dicarboxylate/amino acid:cation symporter	WP_011450550.1	98	f3f3f3	-1
NC_007797.1	1408833	1410821	+	hypothetical protein	WP_011450552.1	-1	f3f3f3	-1
NC_007797.1	1411189	1412475	-	serine--tRNA ligase	WP_011450553.1	230	f3f3f3	-1
NC_007797.1	1412601	1413896	+	DNA recombination protein RmuC	WP_044108181.1	593	f3f3f3	-1
NC_007797.1	1414418	1415041	+	hypothetical protein	WP_011450556.1	768	f3f3f3	-1
NC_007797.1	1415327	1416265	-	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	WP_011450557.1	200	f3f3f3	-1
NC_007797.1	1416670	1417137	+	hypothetical protein	WP_011450558.1	1002	f3f3f3	-1
NC_007797.1	1417198	1418289	+	hypothetical protein	WP_020848865.1	-1	f3f3f3	-1
NC_007797.1	1418356	1419639	+	NADH-quinone oxidoreductase subunit NuoF	WP_044104094.1	516	f3f3f3	-1
NC_007797.1	1420130	1420465	+	hypothetical protein	WP_020848867.1	-1	f3f3f3	-1
NC_007797.1	1420871	1421476	+	NADH-quinone oxidoreductase subunit J	WP_011450561.1	511	f3f3f3	-1
NC_007797.1	1421520	1421846	+	NADH-quinone oxidoreductase subunit NuoK	WP_011450562.1	590	f3f3f3	-1
NC_007797.1	1421966	1423839	+	NADH-quinone oxidoreductase subunit L	WP_011450563.1	464	f3f3f3	-1
NC_007797.1	1423840	1425315	+	NADH-quinone oxidoreductase subunit M	WP_011450564.1	546	f3f3f3	-1
NC_007797.1	1425317	1426711	+	NADH-quinone oxidoreductase subunit N	WP_011450565.1	506	f3f3f3	-1
NC_007797.1	1426808	1427965	+	1-deoxy-D-xylulose-5-phosphate reductoisomerase	WP_011450566.1	583	f3f3f3	-1
NC_007797.1	1428165	1429919	+	hypothetical protein	WP_048651614.1	983	f3f3f3	-1
NC_007797.1	1430098	1431300	+	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	WP_011450568.1	486	f3f3f3	-1
NC_007797.1	1431469	1432209	+	twin-arginine translocase subunit TatC	WP_020848869.1	231	f3f3f3	-1
NC_007797.1	1432467	1435565	+	efflux RND transporter permease subunit	WP_011450570.1	760	f3f3f3	-1
NC_007797.1	1435805	1437349	+	transcription termination/antitermination protein NusA	WP_011450571.1	281	f3f3f3	-1
NC_007797.1	1437367	1439834	+	translation initiation factor IF-2	WP_011450572.1	411	f3f3f3	-1
NC_007797.1	1439835	1440187	+	30S ribosome-binding factor RbfA	WP_011450573.1	663	f3f3f3	-1
NC_007797.1	1440188	1440415	-	translation elongation factor G, truncation	WP_011450574.1	-1	f3f3f3	-1
NC_007797.1	1440567	1441277	-	TerC family protein	WP_011450575.1	487	f3f3f3	-1
NC_007797.1	1441421	1443742	+	AAA domain-containing protein	WP_011450576.1	762	f3f3f3	-1
NC_007797.1	1443825	1445663	+	translational GTPase TypA	WP_011450577.1	189	f3f3f3	-1
NC_007797.1	1446433	1447815	+	hypothetical protein	WP_011450578.1	18	f3f3f3	-1
NC_007797.1	1449034	1450512	+	hypothetical protein	WP_011450579.1	18	f3f3f3	-1
NC_007797.1	1451027	1451287	+	hypothetical protein	WP_020848846.1	18	f3f3f3	-1
NC_007797.1	1451320	1452666	+	hypothetical protein	WP_020848873.1	18	f3f3f3	-1
NC_007797.1	1452740	1455253	+	APH_0455 family type IV secretion system effector	WP_011450580.1	18	f3f3f3	-1
NC_007797.1	1455976	1457427	-	hypothetical protein	WP_011450582.1	18	f3f3f3	-1
NC_007797.1	1457662	1459053	-	hypothetical protein	WP_020848874.1	18	f3f3f3	-1
NC_007797.1	1460016	1460240	+	hypothetical protein	WP_020848875.1	-1	f3f3f3	-1
NC_007797.1	1460749	1460913	-	hypothetical protein	WP_020848876.1	-1	f3f3f3	-1
NC_007797.1	1462136	1462441	-	preprotein translocase subunit YajC	WP_020848879.1	-1	f3f3f3	-1
NC_007797.1	1462953	1463432	-	single-stranded DNA-binding protein	WP_011450589.1	296	f3f3f3	-1
NC_007797.1	1464403	1465116	+	PCRF domain-containing protein	WP_080502894.1	101	f3f3f3	-1
NC_007797.1	1465492	1466877	+	malonyl-CoA decarboxylase	WP_011450593.1	979	f3f3f3	-1
NC_007797.1	1466903	1468354	+	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	WP_011450594.1	576	f3f3f3	-1
NC_007797.1	1468497	1469192	+	hypothetical protein	WP_080502895.1	118	f3f3f3	-1
NC_007797.1	1470189	1470998	+	enoyl-ACP reductase FabI	WP_021799491.1	260	f3f3f3	-1
