NC_000913.3	1	1403	-	chromosomal replication initiator protein DnaA	NP_418157.1	202	FF8AD8	DnaA
NC_000913.3	3500662	3501027	+	DUF2799 domain-containing lipoprotein YfiL	NP_417093.2	-1	f3f3f3	-1
NC_000913.3	3501177	3501684	+	DUF4154 domain-containing protein YfiR	NP_417094.1	-1	f3f3f3	-1
NC_000913.3	3501685	3502911	+	diguanylate cyclase DgcN	NP_417095.1	-1	f3f3f3	-1
NC_000913.3	3502927	3503409	+	lipoprotein YfiB	NP_417096.1	-1	f3f3f3	-1
NC_000913.3	3503485	3503832	-	50S ribosomal subunit protein L19	NP_417097.1	261	f3f3f3	-1
NC_000913.3	3503874	3504641	-	tRNA m(1)G37 methyltransferase	NP_417098.1	391	f3f3f3	-1
NC_000913.3	3504672	3505220	-	ribosome maturation factor RimM	NP_417099.4	176	f3f3f3	-1
NC_000913.3	3505239	3505487	-	30S ribosomal subunit protein S16	NP_417100.1	219	f3f3f3	-1
NC_000913.3	3505736	3507097	-	signal recognition particle protein component	NP_417101.1	348	f3f3f3	-1
NC_000913.3	3507264	3508055	+	cytochrome c assembly family protein	NP_417102.4	-1	f3f3f3	-1
NC_000913.3	3508076	3509362	+	putative inner membrane protein	YP_026171.3	26	f3f3f3	-1
NC_000913.3	3509417	3510010	-	nucleotide exchange factor GrpE	NP_417104.1	319	f3f3f3	-1
NC_000913.3	3510133	3511011	+	NAD kinase	NP_417105.1	247	f3f3f3	-1
NC_000913.3	3511097	3512758	+	DNA repair protein RecN	YP_026172.1	1134	f3f3f3	-1
NC_000913.3	3512907	3513248	+	outer membrane protein assembly factor BamE	NP_417107.2	538	f3f3f3	-1
NC_000913.3	3513310	3513589	-	putative component of the Rsx system	NP_417108.4	-1	f3f3f3	-1
NC_000913.3	3513590	3514066	-	ribosome association toxin RatA	NP_417109.1	527	f3f3f3	-1
NC_000913.3	3514198	3514680	+	SsrA-binding protein	NP_417110.1	297	f3f3f3	-1
NC_000913.3	3515461	3516702	+	CP4-57 prophage	NP_417111.1	24	f3f3f3	-1
NC_000913.3	3516946	3517902	-	CP4-57 prophage	NP_417112.1	-1	f3f3f3	-1
NC_000913.3	3517946	3518158	+	CP4-57 prophage	NP_417113.1	-1	f3f3f3	-1
NC_000913.3	3518287	3519696	+	CP4-57 prophage	NP_417114.1	1088	f3f3f3	-1
NC_000913.3	3519849	3520475	+	CP4-57 prophage	NP_417115.1	1288	f3f3f3	-1
NC_000913.3	3520653	3522838	-	CP4-57 prophage	NP_417116.1	-1	f3f3f3	-1
NC_000913.3	3522839	3524455	-	CP4-57 prophage	NP_417117.1	-1	f3f3f3	-1
NC_000913.3	3524815	3525078	-	CP4-57 prophage	NP_417118.1	-1	f3f3f3	-1
NC_000913.3	3525220	3526285	+	CP4-57 prophage	NP_417119.1	-1	f3f3f3	-1
NC_000913.3	3526286	3526657	+	CP4-57 prophage	NP_417120.2	-1	f3f3f3	-1
NC_000913.3	3527012	3527875	+	CP4-57 prophage	YP_026173.1	1096	f3f3f3	-1
NC_000913.3	3527967	3528788	+	CP4-57 prophage	NP_417122.1	1233	f3f3f3	-1
NC_000913.3	3529005	3529706	+	CP4-57 prophage	NP_417123.1	-1	f3f3f3	-1
NC_000913.3	3529747	3529983	+	CP4-57 prophage	YP_026174.2	-1	f3f3f3	-1
NC_000913.3	3529983	3530426	+	CP4-57 prophage	NP_417124.4	1279	f3f3f3	-1
NC_000913.3	3530450	3530917	+	CP4-57 prophage	NP_417125.1	1030	f3f3f3	-1
NC_000913.3	3531142	3531456	-	CP4-57 prophage	YP_009518807.1|gnl|REF_b2638|CDS3157	-1	f3f3f3	-1
NC_000913.3	3531469	3532484	-	CP4-57 prophage	gnl|b2641|CDS3158	-1	f3f3f3	-1
NC_000913.3	3532620	3534323	+	CP4-57 prophage	NP_417129.1	-1	f3f3f3	-1
NC_000913.3	3534847	3535118	+	putative UPF0401 protein YpjI	gnl|b4644|CDS3160	-1	f3f3f3	-1
NC_000913.3	3535221	3535679	+	CP4-57 prophage	NP_417130.1	1250	f3f3f3	-1
NC_000913.3	3535688	3536170	+	CP4-57 prophage	NP_417131.1	71	f3f3f3	-1
NC_000913.3	3536179	3536379	+	CP4-57 prophage	YP_588466.1	795	f3f3f3	-1
NC_000913.3	3536417	3536734	+	CP4-57 prophage	NP_417132.1	620	f3f3f3	-1
NC_000913.3	3536755	3537084	+	CP4-57 prophage	NP_417133.1	883	f3f3f3	-1
NC_000913.3	3537448	3542028	-	adhesin-like autotransporter YpjA	NP_417134.2	607	f3f3f3	-1
NC_000913.3	3542367	3542606	-	putative invertase fragment	gnl|b2648|CDS3168	-1	f3f3f3	-1
NC_000913.3	3542940	3543731	-	DUF5508 domain-containing protein YpjB	YP_009518808.1|gnl|REF_b2649|CDS3169	-1	f3f3f3	-1
NC_000913.3	3543831	3544313	-	DUF5507 domain-containing protein YpjC	YP_009518809.1|gnl|REF_b2650|CDS3170	-1	f3f3f3	-1
NC_000913.3	3545699	3547951	+	putative uncharacterized protein YgaQ	gnl|b4462|CDS3172	-1	f3f3f3	-1
NC_000913.3	3548287	3549264	+	PF08943 family protein CsiD	NP_417145.4	-1	f3f3f3	-1
NC_000913.3	3549284	3550552	+	L-2-hydroxyglutarate oxidase	NP_417146.2	-1	f3f3f3	-1
NC_000913.3	3550575	3552023	+	NADP(+)-dependent succinate-semialdehyde dehydrogenase	NP_417147.1	44	f3f3f3	-1
NC_000913.3	3552037	3553317	+	4-aminobutyrate aminotransferase GabT	NP_417148.1	1307	f3f3f3	-1
NC_000913.3	3553555	3554955	+	4-aminobutyrate:H(+) symporter	NP_417149.1	40	f3f3f3	-1
NC_000913.3	3554976	3555638	+	DNA-binding transcriptional repressor CsiR	NP_417150.4	-1	f3f3f3	-1
NC_000913.3	3555639	3556088	-	K(+) binding protein	NP_417151.1	-1	f3f3f3	-1
NC_000913.3	3556172	3556330	-	Pmp3 family protein	NP_417152.1	-1	f3f3f3	-1
NC_000913.3	3556513	3556812	+	putative DNA-binding transcriptional regulator YgaV	NP_417153.1	-1	f3f3f3	-1
NC_000913.3	3556822	3557346	+	thiosulfate sulfurtransferase YgaP	NP_417154.1	-1	f3f3f3	-1
NC_000913.3	3557393	3557797	-	DNA-binding transcriptional repressor StpA with RNA chaperone activity	NP_417155.1	1033	f3f3f3	-1
NC_000913.3	3558466	3558915	+	L-alanine exporter	NP_417156.1	-1	f3f3f3	-1
NC_000913.3	3558952	3559296	-	protein YgaC	NP_417157.1	-1	f3f3f3	-1
NC_000913.3	3559448	3559777	+	DUF883 domain-containing protein YgaM	NP_417158.4	860	f3f3f3	-1
NC_000913.3	3560025	3560266	+	glutaredoxin-like protein	NP_417159.1	-1	f3f3f3	-1
NC_000913.3	3560267	3560649	+	dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI	NP_417160.1	-1	f3f3f3	-1
NC_000913.3	3560650	3562794	+	ribonucleoside-diphosphate reductase 2 subunit alpha	NP_417161.1	126	f3f3f3	-1
NC_000913.3	3562804	3563763	+	ribonucleoside-diphosphate reductase 2 subunit beta	NP_417162.1	107	f3f3f3	-1
NC_000913.3	3564117	3565311	+	glycine betaine ABC transporter ATP binding subunit ProV	NP_417163.1	52	f3f3f3	-1
NC_000913.3	3565312	3566376	+	glycine betaine ABC transporter membrane subunit ProW	NP_417164.1	633	f3f3f3	-1
NC_000913.3	3566434	3567426	+	glycine betaine ABC transporter periplasmic binding protein ProX	NP_417165.1	-1	f3f3f3	-1
NC_000913.3	3567618	3568795	+	putative transporter YgaY, N-terminal fragment	gnl|b2681|CDS3200	-1	f3f3f3	-1
NC_000913.3	3568919	3569645	+	L-valine exporter subunit YgaZ	NP_417167.1	-1	f3f3f3	-1
NC_000913.3	3569646	3569981	+	L-valine exporter subunit YgaH	NP_417168.1	-1	f3f3f3	-1
NC_000913.3	3570072	3570602	+	DNA-binding transcriptional repressor MprA	NP_417169.1	1380	f3f3f3	-1
NC_000913.3	3570729	3571901	+	multidrug efflux pump membrane fusion protein EmrA	NP_417170.1	27	f3f3f3	-1
NC_000913.3	3571918	3573456	+	multidrug efflux pump membrane subunit EmrB	NP_417171.1	13	f3f3f3	-1
NC_000913.3	3573520	3574035	-	S-ribosylhomocysteine lyase	NP_417172.1	-1	f3f3f3	-1
NC_000913.3	3574185	3575741	-	glutamate--cysteine ligase	NP_417173.1	-1	f3f3f3	-1
NC_000913.3	3575814	3576238	-	DedA family protein YqaA	NP_417174.1	-1	f3f3f3	-1
NC_000913.3	3576239	3576805	-	fructose-1-phosphatase	NP_417175.1	420	f3f3f3	-1
NC_000913.3	3578263	3578448	-	carbon storage regulator	NP_417176.1	1459	f3f3f3	-1
NC_000913.3	3578683	3581313	-	alanine--tRNA ligase/DNA-binding transcriptional repressor	NP_417177.1	346	f3f3f3	-1
NC_000913.3	3581441	3581941	-	RecA inhibitor RecX	NP_417178.1	-1	f3f3f3	-1
NC_000913.3	3582010	3583071	-	DNA recombination/repair protein RecA	NP_417179.1	265	f3f3f3	-1
NC_000913.3	3583151	3583648	-	NMN aminohydrolase	NP_417180.1	694	f3f3f3	-1
NC_000913.3	3583793	3584878	-	membrane-bound lytic murein transglycosylase B	NP_417181.1	-1	f3f3f3	-1
NC_000913.3	3585134	3585693	+	sorbitol-specific PTS enzyme IIC2 component	YP_026180.1	-1	f3f3f3	-1
NC_000913.3	3585694	3586653	+	sorbitol-specific PTS enzyme IIBC1 component	YP_026181.1	-1	f3f3f3	-1
NC_000913.3	3586664	3587035	+	sorbitol-specific PTS enzyme IIA component	NP_417184.1	-1	f3f3f3	-1
NC_000913.3	3587039	3587818	+	sorbitol-6-phosphate 2-dehydrogenase	NP_417185.1	-1	f3f3f3	-1
NC_000913.3	3587923	3588282	+	DNA-binding transcriptional activator GutM	NP_417186.1	-1	f3f3f3	-1
NC_000913.3	3588349	3589114	+	DNA-binding transcriptional repressor SrlR	NP_417187.1	41	f3f3f3	-1
NC_000913.3	3589115	3590076	+	D-arabinose 5-phosphate isomerase GutQ	NP_417188.4	655	f3f3f3	-1
NC_000913.3	3590077	3591591	-	DNA-binding transcriptional dual regulator NorR	NP_417189.2	-1	f3f3f3	-1
NC_000913.3	3591778	3593213	+	anaerobic nitric oxide reductase flavorubredoxin	NP_417190.1	1417	f3f3f3	-1
NC_000913.3	3593214	3594347	+	NADH:flavorubredoxin reductase	NP_417191.1	37	f3f3f3	-1
NC_000913.3	3594475	3596727	-	carbamoyltransferase HypF	NP_417192.1	1490	f3f3f3	-1
NC_000913.3	3596880	3597407	-	putative electron transport protein HydN	NP_417193.1	142	f3f3f3	-1
NC_000913.3	3597556	3598566	-	DNA-binding transcriptional repressor AscG	NP_417194.2	4	f3f3f3	-1
NC_000913.3	3598826	3600283	+	beta-glucoside specific PTS enzyme IIBC component	YP_026182.1	30	f3f3f3	-1
NC_000913.3	3600292	3601716	+	6-phospho-beta-glucosidase AscB	NP_417196.1	897	f3f3f3	-1
NC_000913.3	3601875	3602337	-	hydrogenase 3 maturation protease	NP_417197.1	-1	f3f3f3	-1
NC_000913.3	3602338	3602744	-	formate hydrogenlyase assembly protein	NP_417198.1	1149	f3f3f3	-1
NC_000913.3	3602745	3603512	-	formate hydrogenlyase subunit HycG	NP_417199.1	1442	f3f3f3	-1
NC_000913.3	3603512	3604054	-	formate hydrogenlyase subunit HycF	NP_417200.1	1157	f3f3f3	-1
NC_000913.3	3604064	3605773	-	formate hydrogenlyase subunit HycE	NP_417201.1	1495	f3f3f3	-1
NC_000913.3	3605791	3606714	-	formate hydrogenlyase subunit HycD	NP_417202.1	1270	f3f3f3	-1
NC_000913.3	3606717	3608539	-	formate hydrogenlyase subunit HycC	NP_417203.1	1303	f3f3f3	-1
NC_000913.3	3608540	3609151	-	formate hydrogenlyase subunit HycB	NP_417204.1	142	f3f3f3	-1
NC_000913.3	3609276	3609737	-	regulator of the transcriptional regulator FhlA	NP_417205.1	-1	f3f3f3	-1
NC_000913.3	3609949	3610299	+	hydrogenase 3 nickel incorporation protein HypA	NP_417206.1	791	f3f3f3	-1
NC_000913.3	3610303	3611165	+	hydrogenase isoenzymes nickel incorporation protein HypB	NP_417207.1	1402	f3f3f3	-1
NC_000913.3	3611166	3611438	+	hydrogenase 3 maturation protein HypC	NP_417208.1	1121	f3f3f3	-1
NC_000913.3	3611438	3612555	+	Fe-(CN)2CO cofactor assembly scaffold protein HypD	NP_417209.1	1486	f3f3f3	-1
NC_000913.3	3612556	3613566	+	hydrogenase maturation protein, carbamoyl dehydratase	NP_417210.2	1172	f3f3f3	-1
NC_000913.3	3613640	3615718	+	DNA-binding transcriptional activator FhlA	NP_417211.1	1453	f3f3f3	-1
NC_000913.3	3615755	3616108	-	protein YgbA	NP_417212.1	-1	f3f3f3	-1
NC_000913.3	3616395	3618956	+	DNA mismatch repair protein MutS	NP_417213.1	371	f3f3f3	-1
NC_000913.3	3619062	3619718	+	phosphoprotein phosphatase 2	NP_417214.1	822	f3f3f3	-1
NC_000913.3	3619769	3620536	-	putative DeoR-type DNA-binding transcriptional regulator YgbI	NP_417215.2	41	f3f3f3	-1
NC_000913.3	3620732	3621636	+	putative L-threonate dehydrogenase	NP_417216.1	423	f3f3f3	-1
NC_000913.3	3621637	3622803	+	putative 3-oxo-tetronate kinase YgbK	NP_417217.1	-1	f3f3f3	-1
NC_000913.3	3622895	3623533	+	putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL	NP_417218.1	616	f3f3f3	-1
NC_000913.3	3623538	3624314	+	putative 2-oxo-tetronate isomerase YgbM	NP_417219.1	606	f3f3f3	-1
NC_000913.3	3624403	3625767	+	putative transporter YgbN	NP_417220.1	78	f3f3f3	-1
NC_000913.3	3625861	3626853	-	RNA polymerase, sigma S (sigma 38) factor	NP_417221.1	-1	f3f3f3	-1
NC_000913.3	3626916	3628055	-	murein hydrolase activator NlpD	NP_417222.1	77	f3f3f3	-1
NC_000913.3	3628195	3628814	-	L-isoaspartate protein carboxylmethyltransferase type II	NP_417223.1	1414	f3f3f3	-1
NC_000913.3	3628815	3629556	-	broad specificity 5'(3')-nucleotidase and polyphosphatase	NP_417224.1	523	f3f3f3	-1
NC_000913.3	3629557	3630602	-	tRNA pseudouridine(13) synthase	NP_417225.1	-1	f3f3f3	-1
NC_000913.3	3630603	3631082	-	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	NP_417226.1	488	f3f3f3	-1
NC_000913.3	3631082	3631792	-	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	NP_417227.1	972	f3f3f3	-1
NC_000913.3	3631811	3632122	-	cell division protein FtsB	NP_417228.1	-1	f3f3f3	-1
NC_000913.3	3632316	3632639	-	conserved inner membrane protein YgbE	NP_417229.1	-1	f3f3f3	-1
NC_000913.3	3632689	3633294	-	adenylyl-sulfate kinase	NP_417230.1	-1	f3f3f3	-1
NC_000913.3	3633294	3634721	-	sulfate adenylyltransferase subunit 1	NP_417231.1	-1	f3f3f3	-1
NC_000913.3	3634723	3635631	-	sulfate adenylyltransferase subunit 2	NP_417232.1	1186	f3f3f3	-1
NC_000913.3	3635883	3636920	+	alkaline phosphatase isozyme conversion protein	NP_417233.1	-1	f3f3f3	-1
NC_000913.3	3637871	3638155	-	CRISPR-associated endoribonuclease Cas2	NP_417234.2	-1	f3f3f3	-1
NC_000913.3	3638157	3639074	-	multifunctional nuclease Cas1	NP_417235.1	-1	f3f3f3	-1
NC_000913.3	3639090	3639675	-	pre-CRISPR RNA endonuclease	NP_417236.1	-1	f3f3f3	-1
NC_000913.3	3639676	3640350	-	type I-E CRISPR system Cascade subunit CasD	NP_417237.2	-1	f3f3f3	-1
NC_000913.3	3640353	3641444	-	type I-E CRISPR system Cascade subunit CasC	NP_417238.1	-1	f3f3f3	-1
NC_000913.3	3641457	3641931	-	type I-E CRISPR system Cascade subunit CasB	NP_417239.1	-1	f3f3f3	-1
NC_000913.3	3641932	3643440	-	type I-E CRISPR system Cascade subunit CasA	NP_417240.1	-1	f3f3f3	-1
NC_000913.3	3643855	3646521	-	CRISPR-associated endonuclease/helicase Cas3	NP_417241.1	-1	f3f3f3	-1
NC_000913.3	3646880	3647614	-	phosphoadenosine phosphosulfate reductase	NP_417242.1	1186	f3f3f3	-1
NC_000913.3	3647689	3649401	-	sulfite reductase, hemoprotein subunit	NP_417243.1	-1	f3f3f3	-1
NC_000913.3	3649401	3651200	-	sulfite reductase, flavoprotein subunit	NP_417244.1	879	f3f3f3	-1
NC_000913.3	3651516	3651881	+	6-carboxy-5,6,7,8-tetrahydropterin synthase	NP_417245.1	1500	f3f3f3	-1
NC_000913.3	3651959	3653220	+	putative oxidoreductase with FAD/NAD(P)-binding domain	NP_417246.4	829	f3f3f3	-1
NC_000913.3	3653221	3653481	+	putative 4Fe-4S cluster-containing protein	NP_417247.2	785	f3f3f3	-1
NC_000913.3	3653498	3654073	+	putative anti-terminator regulatory protein	NP_417248.1	-1	f3f3f3	-1
NC_000913.3	3654221	3655077	-	putative flavoprotein	NP_417249.4	834	f3f3f3	-1
NC_000913.3	3655078	3655834	-	putative flavoprotein	NP_417250.4	-1	f3f3f3	-1
NC_000913.3	3655835	3657172	-	putative transporter YgcS	NP_417251.2	57	f3f3f3	-1
NC_000913.3	3657266	3658720	-	putative FAD-containing dehydrogenase	YP_026183.1	617	f3f3f3	-1
NC_000913.3	3658790	3659575	-	putative deoxygluconate dehydrogenase	NP_417254.4	602	f3f3f3	-1
NC_000913.3	3659894	3661171	+	putative transport protein YqcE	NP_417255.1	1237	f3f3f3	-1
NC_000913.3	3661198	3662676	+	putative sugar kinase YgcE	NP_417256.1	79	f3f3f3	-1
NC_000913.3	3664049	3664720	-	putative 7-carboxy-7-deazaguanine synthase QueE	NP_417257.1	918	f3f3f3	-1
NC_000913.3	3664859	3664999	+	cell envelope stress response protein YqcG	YP_002791252.1	-1	f3f3f3	-1
NC_000913.3	3665013	3665885	+	protein YgcG	NP_417258.4	-1	f3f3f3	-1
NC_000913.3	3665945	3667243	-	enolase	NP_417259.1	586	f3f3f3	-1
NC_000913.3	3667331	3668968	-	CTP synthetase	NP_417260.1	392	f3f3f3	-1
NC_000913.3	3669196	3669987	-	nucleoside triphosphate pyrophosphohydrolase	NP_417261.1	-1	f3f3f3	-1
NC_000913.3	3670058	3670393	-	endoribonuclease toxin MazF	NP_417262.1	1150	f3f3f3	-1
NC_000913.3	3670393	3670641	-	antitoxin of the MazF-MazE toxin-antitoxin system MazE	NP_417263.1	1204	f3f3f3	-1
NC_000913.3	3670719	3672953	-	GDP/GTP pyrophosphokinase	NP_417264.1	614	f3f3f3	-1
NC_000913.3	3673001	3674302	-	23S rRNA m(5)U1939 methyltransferase	NP_417265.1	1445	f3f3f3	-1
NC_000913.3	3674359	3677115	+	sensory histidine kinase BarA	NP_417266.1	51	f3f3f3	-1
NC_000913.3	3677347	3678687	-	D-glucarate dehydratase	NP_417267.1	1273	f3f3f3	-1
NC_000913.3	3678708	3680048	-	glucarate dehydratase-related protein	NP_417268.1	1273	f3f3f3	-1
NC_000913.3	3680050	3681402	-	galactarate/glucarate/glycerate transporter GudP	NP_417269.1	62	f3f3f3	-1
NC_000913.3	3681837	3682286	-	putative flavodoxin YqcA	NP_417270.1	879	f3f3f3	-1
NC_000913.3	3682304	3683086	-	tRNA pseudouridine(65) synthase	NP_417271.1	-1	f3f3f3	-1
NC_000913.3	3683086	3683415	-	DUF446 domain-containing protein YqcC	NP_417272.1	-1	f3f3f3	-1
NC_000913.3	3684037	3684582	-	SecY-interacting protein	NP_417273.1	-1	f3f3f3	-1
NC_000913.3	3684650	3685498	+	7-cyano-7-deazaguanine reductase	NP_417274.1	877	f3f3f3	-1
NC_000913.3	3685610	3686974	+	nucleotide 5'-monophosphate nucleosidase	NP_417275.1	-1	f3f3f3	-1
NC_000913.3	3687531	3688820	+	serine:H(+) symporter SdaC	NP_417276.1	425	f3f3f3	-1
NC_000913.3	3688878	3690245	+	L-serine deaminase II	NP_417277.1	792	f3f3f3	-1
NC_000913.3	3690357	3691112	+	flap endonuclease	NP_417278.4	-1	f3f3f3	-1
NC_000913.3	3691167	3692315	-	L-1,2-propanediol oxidoreductase	NP_417279.2	80	f3f3f3	-1
NC_000913.3	3692343	3692990	-	L-fuculose-phosphate aldolase	NP_417280.1	616	f3f3f3	-1
NC_000913.3	3693537	3694853	+	L-fucose:H(+) symporter	NP_417281.1	-1	f3f3f3	-1
NC_000913.3	3694886	3696661	+	L-fucose isomerase	NP_417282.1	-1	f3f3f3	-1
NC_000913.3	3696770	3698188	+	L-fuculokinase	NP_417283.2	79	f3f3f3	-1
NC_000913.3	3698190	3698612	+	L-fucose mutarotase	NP_417284.1	-1	f3f3f3	-1
NC_000913.3	3698670	3699401	+	DNA-binding transcriptional activator FucR	NP_417285.1	41	f3f3f3	-1
NC_000913.3	3699445	3700537	-	23S rRNA 2'-O-ribose C2498 methyltransferase	NP_417286.1	1364	f3f3f3	-1
NC_000913.3	3700538	3700933	-	conserved inner membrane protein YgdD	NP_417287.1	-1	f3f3f3	-1
NC_000913.3	3700952	3701869	-	DNA-binding transcriptional dual regulator GcvA	NP_417288.1	1	f3f3f3	-1
NC_000913.3	3702220	3702447	-	DUF903 domain-containing lipoprotein YgdI	NP_417289.2	1338	f3f3f3	-1
NC_000913.3	3702639	3703844	+	cysteine sulfinate desulfinase	NP_417290.1	1292	f3f3f3	-1
NC_000913.3	3703844	3704287	+	sulfur acceptor protein CsdE	NP_417291.1	1065	f3f3f3	-1
NC_000913.3	3704338	3705144	-	tRNA threonylcarbamoyladenosine dehydratase	NP_417292.1	379	f3f3f3	-1
NC_000913.3	3705383	3706480	-	membrane-bound lytic murein transglycosylase A	NP_417293.1	1468	f3f3f3	-1
NC_000913.3	3707059	3708312	-	N-acetylmuramoyl-L-alanine amidase C	NP_417294.4	635	f3f3f3	-1
NC_000913.3	3708544	3709875	+	N-acetylglutamate synthase	NP_417295.1	272	f3f3f3	-1
NC_000913.3	3709937	3711763	-	exodeoxyribonuclease V subunit RecD	NP_417296.1	836	f3f3f3	-1
NC_000913.3	3711763	3715297	-	exodeoxyribonuclease V subunit RecB	NP_417297.1	574	f3f3f3	-1
NC_000913.3	3715298	3718186	-	protease 3	NP_417298.1	677	f3f3f3	-1
NC_000913.3	3718362	3721730	-	exodeoxyribonuclease V subunit RecC	NP_417299.1	-1	f3f3f3	-1
NC_000913.3	3721743	3722050	-	putative YgdA	NP_417300.1	-1	f3f3f3	-1
NC_000913.3	3722051	3722454	-	DUF2509 domain-containing protein YgdB	NP_417301.4	-1	f3f3f3	-1
NC_000913.3	3722455	3723008	-	conserved protein PpdB	NP_417302.1	-1	f3f3f3	-1
NC_000913.3	3723009	3723479	-	conserved protein PpdA	NP_417303.1	-1	f3f3f3	-1
NC_000913.3	3723663	3724457	-	thymidylate synthase	NP_417304.1	-1	f3f3f3	-1
NC_000913.3	3724464	3725339	-	phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	NP_417305.1	221	f3f3f3	-1
NC_000913.3	3725490	3727736	-	phosphoenolpyruvate-protein phosphotransferase PtsP	NP_417306.1	38	f3f3f3	-1
NC_000913.3	3727749	3728279	-	RNA pyrophosphohydrolase	NP_417307.1	929	f3f3f3	-1
NC_000913.3	3728632	3728778	-	hypothetical protein	YP_009518810.1|gnl|REF_b4610|CDS3373	-1	f3f3f3	-1
NC_000913.3	3728964	3729653	+	DNA mismatch repair protein MutH	NP_417308.1	-1	f3f3f3	-1
NC_000913.3	3729722	3730435	+	UPF0053 inner membrane protein YgdQ	NP_417309.1	487	f3f3f3	-1
NC_000913.3	3730573	3730791	+	DUF903 domain-containing lipoprotein YgdR	NP_417310.1	1338	f3f3f3	-1
NC_000913.3	3730899	3731939	+	putative NADP(H)-dependent aldo-keto reductase Tas	NP_417311.1	45	f3f3f3	-1
NC_000913.3	3731971	3733156	-	lysophospholipid transporter	NP_417312.1	-1	f3f3f3	-1
NC_000913.3	3733157	3735316	-	acyltransferase	NP_417313.1	1430	f3f3f3	-1
NC_000913.3	3735901	3736932	+	DNA-binding transcriptional dual regulator GalR	NP_417314.1	4	f3f3f3	-1
NC_000913.3	3736939	3738201	-	diaminopimelate decarboxylase	NP_417315.1	1493	f3f3f3	-1
NC_000913.3	3738323	3739244	+	DNA-binding transcriptional dual regulator LysR	NP_417316.1	1	f3f3f3	-1
NC_000913.3	3739245	3739937	-	amino acid racemase	NP_417317.1	-1	f3f3f3	-1
NC_000913.3	3740066	3741484	-	arabinose:H(+) symporter	NP_417318.1	57	f3f3f3	-1
NC_000913.3	3741799	3742560	-	putative 2-keto-3-deoxy-D-gluconate dehydrogenase	NP_417319.1	602	f3f3f3	-1
NC_000913.3	3742590	3743426	-	5-dehydro-4-deoxy-D-glucuronate isomerase	NP_417320.1	-1	f3f3f3	-1
NC_000913.3	3743713	3744894	-	putative acyltransferase	NP_417321.2	419	f3f3f3	-1
NC_000913.3	3745149	3746378	+	putative transporter YqeG	NP_417322.1	425	f3f3f3	-1
NC_000913.3	3746838	3747470	+	putative LuxR family transcriptional regulator YqeH	NP_417323.2	10	f3f3f3	-1
NC_000913.3	3747804	3748605	+	putative transcriptional regulator YqeI	NP_417324.1	-1	f3f3f3	-1
NC_000913.3	3748606	3749088	+	protein YqeJ	NP_417325.4	-1	f3f3f3	-1
NC_000913.3	3749121	3749201	-	uncharacterized protein YqeL	YP_002791253.1	-1	f3f3f3	-1
NC_000913.3	3749237	3749662	-	protein YqeK	NP_417326.2	-1	f3f3f3	-1
NC_000913.3	3749856	3750345	+	protein YgeF	gnl|b2850|CDS3397	-1	f3f3f3	-1
NC_000913.3	3750570	3751061	+	TPR repeat-containing putative chaperone YgeG	NP_417328.1	1505	f3f3f3	-1
NC_000913.3	3751396	3752772	+	putative transcriptional regulator YgeH	NP_417329.1	-1	f3f3f3	-1
NC_000913.3	3752940	3753158	+	protein YgeI	NP_417330.1	-1	f3f3f3	-1
NC_000913.3	3753241	3753743	+	transglycosylase domain-containing protein Pbl	gnl|b2854|CDS3401	-1	f3f3f3	-1
NC_000913.3	3753762	3754205	-	putative DNA-binding transcriptional regulator YgeK	gnl|b2855|CDS3402	-1	f3f3f3	-1
NC_000913.3	3754239	3754394	-	protein YgeL	gnl|b2856|CDS3403	-1	f3f3f3	-1
NC_000913.3	3754616	3755263	-	putative type III secretion system protein	gnl|b2858|CDS3404	-1	f3f3f3	-1
NC_000913.3	3755264	3755662	-	putative uncharacterized protein YgeO	gnl|b2859|CDS3405	-1	f3f3f3	-1
NC_000913.3	3755674	3756536	-	IS2 insertion element protein InsB	NP_417337.1	140	f3f3f3	-1
NC_000913.3	3756537	3756902	-	IS2 insertion element repressor InsA	NP_417338.3	135	f3f3f3	-1
NC_000913.3	3756991	3757290	-	protein YgeP	gnl|b2862|CDS3409	-1	f3f3f3	-1
NC_000913.3	3757336	3758130	-	protein YgeQ	YP_009518811.1|gnl|REF_b2863|CDS3410	-1	f3f3f3	-1
NC_000913.3	3758438	3759193	-	LysM domain-containing putative peptidase lipoprotein YgeR	NP_417341.4	77	f3f3f3	-1
NC_000913.3	3759647	3761905	+	putative xanthine dehydrogenase molybdenum-binding subunit XdhA	NP_417342.1	432	f3f3f3	-1
NC_000913.3	3761916	3762790	+	putative xanthine dehydrogenase FAD-binding subunit XdhB	NP_417343.1	1122	f3f3f3	-1
NC_000913.3	3762791	3763270	+	putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC	NP_417344.1	432	f3f3f3	-1
NC_000913.3	3763310	3765088	-	putative sigma(54)-dependent transcriptional regulator YgeV	NP_417345.1	-1	f3f3f3	-1
NC_000913.3	3765564	3766754	+	putative carbamoyltransferase YgeW	YP_026185.1	-1	f3f3f3	-1
